date,quarter,month,year,split,avg_salary,count_in_day,из_нежилых_Промышленные_здания_quarter,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Средства_на_счетах_эскроу_в_рублях_ежемесячные_изменения_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_92_бензин_розничные_цены_month,Цена_на_95_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_нежилых_коммерческие_здания_quarter,из_коммерческих_торговые_площади_quarter,Изменение_активности_МСП_по_регионам_Сбериндекс_month,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month
2018-05-09,2,5,2018,9,52500.0,4,97.6,,,2766.9999999999995,1908.6999999999998,19175,,,6226,1920,6452,633721628.24,40665913.370000005,48951545.32000005,542357630.17,580.9905024197158,303.9104285927367,40.51292998627213,43.82354314720823,42.35287802749303,24373769.199999996,12790027.1,,,,,,,,,262,70.7,,,,,,
2018-05-10,2,5,2018,10,52500.0,11,97.6,,,2766.9999999999995,1908.6999999999998,19175,,,6226,1920,6452,633721628.24,40665913.370000005,48951545.32000005,542357630.17,580.9905024197158,303.9104285927367,40.51292998627213,43.82354314720823,42.35287802749303,24373769.199999996,12790027.1,,,,,,,,,262,70.7,,,,,,
2018-05-18,2,5,2018,18,50000.0,4,97.6,,,2766.9999999999995,1908.6999999999998,19175,,,6226,1920,6452,633721628.24,40665913.370000005,48951545.32000005,542357630.17,580.9905024197158,303.9104285927367,40.51292998627213,43.82354314720823,42.35287802749303,24373769.199999996,12790027.1,,,,,,,,,262,70.7,,,,,,
2018-06-07,2,6,2018,7,55000.0,79,97.6,,,2766.9999999999995,1908.6999999999998,19984,,,6197,1859,6637,610734481.9700003,75326756.92000002,135176883.51,399288695.41999996,580.9905024197158,303.9104285927367,42.31839494618615,45.39648610456896,43.93286576869517,24373769.199999996,12790027.1,,,,,,,,,262,70.7,,,,,,
2018-06-25,2,6,2018,25,47500.0,10,97.6,,,2766.9999999999995,1908.6999999999998,19984,,,6197,1859,6637,610734481.9700003,75326756.92000002,135176883.51,399288695.41999996,580.9905024197158,303.9104285927367,42.31839494618615,45.39648610456896,43.93286576869517,24373769.199999996,12790027.1,,,,,,,,,262,70.7,,,,,,
2018-06-26,2,6,2018,26,67500.0,1,97.6,,,2766.9999999999995,1908.6999999999998,19984,,,6197,1859,6637,610734481.9700003,75326756.92000002,135176883.51,399288695.41999996,580.9905024197158,303.9104285927367,42.31839494618615,45.39648610456896,43.93286576869517,24373769.199999996,12790027.1,,,,,,,,,262,70.7,,,,,,
2018-07-13,3,7,2018,13,65000.0,6,13.100000000000023,,,3797.300000000001,3283.2000000000007,20566,,,6662,1992,6721,1158309801.9699998,94266983.32,86625374.37,975431499.3599999,899.3792109393239,383.89204990992386,41.77352201257835,45.20810309278321,43.75014563106778,39051494.60000001,16819935.000000004,,,,,,,,,262.79999999999995,25.400000000000006,,,,,,
2018-07-14,3,7,2018,14,65000.0,1,13.100000000000023,,,3797.300000000001,3283.2000000000007,20566,,,6662,1992,6721,1158309801.9699998,94266983.32,86625374.37,975431499.3599999,899.3792109393239,383.89204990992386,41.77352201257835,45.20810309278321,43.75014563106778,39051494.60000001,16819935.000000004,,,,,,,,,262.79999999999995,25.400000000000006,,,,,,
2018-07-30,3,7,2018,30,47500.0,3,13.100000000000023,,,3797.300000000001,3283.2000000000007,20566,,,6662,1992,6721,1158309801.9699998,94266983.32,86625374.37,975431499.3599999,899.3792109393239,383.89204990992386,41.77352201257835,45.20810309278321,43.75014563106778,39051494.60000001,16819935.000000004,,,,,,,,,262.79999999999995,25.400000000000006,,,,,,
2018-08-10,3,8,2018,10,50000.0,1,13.100000000000023,,,3797.300000000001,3283.2000000000007,22604,,,8017,2305,7259,1096443267.8799996,127358306.61000001,91563374.25,875369176.02,899.3792109393239,383.89204990992386,41.48949880668251,45.06317201166163,43.70126694166179,39051494.60000001,16819935.000000004,,,,,,,,,262.79999999999995,25.400000000000006,,,,,,
